Name,Address,phone,fax,speciality,NpiNumber,lbn,dba,authOfficialName,entity,organizationSubpart,enumeratioDate,lastUpdated,identifiers
CONCENTRA URGENT CARE LBN AMERICAN CURRENT CARE PA, 10205 S DIXIE HWY SUITE 102 PINECREST FL 33156-3167,305-666-5971,305-666-0496,"Urgent Care,Clinic/Center",1770719296,AMERICAN CURRENT CARE PA,CONCENTRA URGENT CARE,ROBERT HASSETT - (PRESIDENT),Organization,No,06/10/2009,01/26/2016 - About 2 years ago,n/a
"CONCENTRA URGENT CARE LBN AMERICAN CURRENT CARE, P.A.", 4300 SIDCO DRIVE NASHVILLE TN 37204,615-837-4360,615-837-6973,Urgent Care,1770772667,"AMERICAN CURRENT CARE, P.A.",CONCENTRA URGENT CARE,ROBERT HASSETT - (SENIOR VP / CHIEF MEDICAL OFFICER),Organization,No,10/17/2007,01/28/2016 - About 2 years ago,n/a
CONCENTRA URGENT CARE LBN AMERICAN CURRENT CARE P.A., 36 WEST MEMORIAL ROAD SUITE C3 OKLAHOMA CITY OK 73114,405-755-3110,405-755-3159,"Clinic/Center,Urgent Care",1780860320,AMERICAN CURRENT CARE P.A.,CONCENTRA URGENT CARE,ROBERT HASSETT - (PRESIDENT),Organization,No,01/14/2008,01/26/2016 - About 2 years ago,n/a
CONCENTRA URGENT CARE LBN AMERICAN CURRENT CARE PA, 290 BRANCH AVE PROVIDENCE RI 02904,401-722-8880,401-723-9320,Urgent Care,1780900407,AMERICAN CURRENT CARE PA,CONCENTRA URGENT CARE,ROBERT HASSETT - (SVP / CMO),Organization,No,04/20/2010,02/09/2016 - About 2 years ago,n/a
"CONCENTRA URGENT CARE LBN AMERICAN CURRENT CARE, PA", 3449 N ANCHOR ST SUITE 300A PORTLAND OR 97217-7679,503-283-0013,503-283-0785,Urgent Care,1801114608,"AMERICAN CURRENT CARE, PA",CONCENTRA URGENT CARE,ROBERT HASSETT - (PRESIDENT),Organization,No,05/04/2010,03/02/2016 - About 2 years ago,n/a
CONCENTRA URGENT CARE LBN AMERICAN CURRENT CARE PA, 10345 PARKGLENN WAY PARKER CO 80138-3883,720-941-3627,214-775-4502,Urgent Care,1821355751,AMERICAN CURRENT CARE PA,CONCENTRA URGENT CARE,ROBERT HASSETT - (PRESIDENT),Organization,No,04/17/2012,02/25/2016 - About 2 years ago,n/a
CONCENTRA URGENT CARE LBN AMERICAN CURRENT CARE PA, 2390 S REDWOOD RD WEST VALLEY CITY UT 84119-2027,801-975-1600,801-975-1666,Urgent Care,1841736576,AMERICAN CURRENT CARE PA,CONCENTRA URGENT CARE,ROBERT HASSETT - (VICE PRESIDENT),Organization,No,01/19/2017,01/19/2017 - More than a year ago,n/a
CONCENTRA URGENT CARE LBN AMERICAN CURRENT CARE P.A., 6101 WEST RENO SUITE 800 OKLAHOMA CITY OK 73127,405-495-3085,405-495-3089,"Urgent Care,Clinic/Center",1851577498,AMERICAN CURRENT CARE P.A.,CONCENTRA URGENT CARE,ROBERT HASSETT - (PRESIDENT),Organization,No,01/14/2008,01/26/2016 - About 2 years ago,n/a
"CONCENTRA URGENT CARE LBN AMERICAN CURRENT CARE, P.A.", 3965 MENDENHALL ROAD SUITE 6 & 7 MEMPHIS TN 38115-5914,901-365-1800,901-365-1862,Urgent Care,1871782771,"AMERICAN CURRENT CARE, P.A.",CONCENTRA URGENT CARE,ROBERT HASSETT - (SENIOR VP / CHIEF MEDICAL OFFICER),Organization,No,10/17/2007,01/28/2016 - About 2 years ago,n/a
CONCENTRA URGENT CARE LBN AMERICAN CURRENT CARE PA, 17601 NW 2ND AVENUE SUITE S MIAMI FL 33169-5001,305-770-4500,305-770-0020,Urgent Care,1902087307,AMERICAN CURRENT CARE PA,CONCENTRA URGENT CARE,WILLIAM FOGARTY - (PRESIDENT),Organization,No,11/14/2007,04/21/2011 - About 7 years ago,n/a
CONCENTRA URGENT CARE LBN AMERICAN CURRENT CARE PA, 204 BELLAIRE DR NICHOLASVILLE KY 40356-8840,859-887-4882,859-881-1728,Urgent Care,1922354935,AMERICAN CURRENT CARE PA,CONCENTRA URGENT CARE,ROBERT HASSETT - (PRESIDENT & TREASURER),Organization,No,07/27/2012,03/03/2016 - About 2 years ago,n/a
CONCENTRA URGENT CARE LBN AMERICAN CURRENT CARE PA, 400 PUTNAM PIKE SUITE E SMITHFIELD RI 02917-2408,401-232-7001,,"Urgent Care,Clinic/Center",1952602765,AMERICAN CURRENT CARE PA,CONCENTRA URGENT CARE,ROBERT HASSETT - (SVP / CHIEF MEDICAL OFFICER),Organization,No,11/10/2010,01/12/2016 - About 2 years ago,n/a
"CONCENTRA URGENT CARE LBN AMERICAN CURRENT CARE, P.A.", 318 BARONNE STREET NEW ORLEANS LA 70112-1606,504-561-1051,504-586-8958,Urgent Care,1962685768,"AMERICAN CURRENT CARE, P.A.",CONCENTRA URGENT CARE,ROBERT HASSETT - (PRESIDENT),Organization,No,12/14/2007,01/28/2016 - About 2 years ago,n/a
"CONCENTRA URGENT CARE LBN AMERICAN CURRENT CARE, P.A.", 4928 SAMUEL BLVD MESQUITE TX 75149,214-328-1400,214-328-2884,Urgent Care,1972792554,"AMERICAN CURRENT CARE, P.A.",CONCENTRA URGENT CARE,"ROBERT HASSETT - (EVP, CMO)",Organization,No,10/18/2007,01/28/2016 - About 2 years ago,n/a
CONCENTRA URGENT CARE LBN AMERICAN CURRENT CARE PA, 8340 N. BROADWAY SAINT LOUIS MO 63147-2333,314-385-9563,314-385-9350,Urgent Care,1982887139,AMERICAN CURRENT CARE PA,CONCENTRA URGENT CARE,ROBERT HASSETT - (PRESIDENT AND TREASURER),Organization,No,12/11/2007,01/21/2016 - About 2 years ago,n/a
CONCENTRA URGENT CARE LBN AMERICAN CURRENT CARE PA, 601 N 1200 W OREM UT 84057-3522,801-224-4211,801-226-3481,Urgent Care,1992242622,AMERICAN CURRENT CARE PA,CONCENTRA URGENT CARE,ROBERT HASSETT - (VICE PRESIDENT),Organization,No,01/19/2017,01/19/2017 - More than a year ago,n/a
"CONCENTRA URGENT CARE LBN AMERICAN CURRENT CARE, P.A., DBA CONCENTRA IMMEDICATE CARE", 1820 JARVIS AVE ELK GROVE VILLAGE IL 60007-2440,847-364-9906,,Urgent Care,1053500629,"AMERICAN CURRENT CARE, P.A., DBA CONCENTRA IMMEDICATE CARE",CONCENTRA URGENT CARE,"TOM FOGARTY - (EVP, CMO)",Organization,No,10/19/2007,10/19/2007 - About 10 years ago,n/a
CONCENTRA URGENT CARE LBN AMERICAN CURRENT CARE PA PC, 1971 WESTERN AVE ALBANY NY 12203-5066,518-452-2597,,"Urgent Care,Clinic/Center",1083914220,AMERICAN CURRENT CARE PA PC,CONCENTRA URGENT CARE,ROBERT HASSETT - (SVP / CHIEF MEDICAL OFFICER),Organization,No,10/21/2010,02/09/2016 - About 2 years ago,n/a
CONCENTRA URGENT CARE LBN AMERICAN CURRENT CARE PA PC, 620 SOUTH LEMAY AVENUE FORT COLLINS CO 80524,970-482-6620,,"Urgent Care,Clinic/Center",1164707279,AMERICAN CURRENT CARE PA PC,CONCENTRA URGENT CARE,WILLIAM FOGARTY - (PRESIDENT),Organization,No,10/20/2011,10/20/2011 - About 6 years ago,n/a
CONCENTRA URGENT CARE LBN AMERICAN CURRENT CARE PA PC, 972A WEST MAIN STREET NEW BRITAIN CT 06053,860-827-0745,860-827-0824,"Urgent Care,Clinic/Center",1376723718,AMERICAN CURRENT CARE PA PC,CONCENTRA URGENT CARE,W FOGARTY - (PRESIDENT),Organization,No,11/13/2007,09/07/2010 - About 8 years ago,n/a
CONCENTRA URGENT CARE LBN AMERICAN CURRENT CARE PA PC, 3434 47TH STREET SUITE 100 BOULDER CO 80301,303-541-9090,303-541-9393,"Clinic/Center,Urgent Care",1386833291,AMERICAN CURRENT CARE PA PC,CONCENTRA URGENT CARE,WILLIAM FOGARTY - (PRESIDENT),Organization,No,10/16/2007,07/14/2010 - About 8 years ago,n/a
"CONCENTRA URGENT CARE LBN AMERICAN CURRENT CARE P.A., P.C.", 2490 W 26TH AVE SUITE A-200 ( REHAB RPMS) DENVER CO 80211-5314,303-433-2300,,Urgent Care,1548459464,"AMERICAN CURRENT CARE P.A., P.C.",CONCENTRA URGENT CARE,"TOM FOGARTY - (EVP, CMO)",Organization,No,10/16/2007,10/16/2007 - About 10 years ago,n/a
CONCENTRA URGENT CARE LBN AMERICAN CURRENT CARE PA PC, 1730 BLAKE STREET SUITE 100 DENVER CO 80202,303-296-2273,303-296-8330,"Clinic/Center,Urgent Care",1619169489,AMERICAN CURRENT CARE PA PC,CONCENTRA URGENT CARE,ROBERT HASSETT - (PRESIDENT),Organization,No,08/15/2007,06/16/2016 - More than a year ago,n/a
CONCENTRA URGENT CARE LBN AMERICAN CURRENT CARE PA PC, 770 SIMMS STREET SUITE 100 GOLDEN CO 80401,303-239-6060,303-239-6046,"Urgent Care,Clinic/Center",1730378605,AMERICAN CURRENT CARE PA PC,CONCENTRA URGENT CARE,WILLIAM FOGARTY - (PRESIDENT),Organization,No,10/17/2007,07/14/2010 - About 8 years ago,n/a
CONCENTRA URGENT CARE LBN AMERICAN CURRENT CARE PA PC, 2322 SOUTH ACADEMY BLVD. COLORADO SPRINGS CO 80916-2406,719-390-1727,719-390-9690,Urgent Care,1790974608,AMERICAN CURRENT CARE PA PC,CONCENTRA URGENT CARE,ROBERT HASSETT - (SENIOR VP / CHIEF MEDICAL OFFICER),Organization,No,10/16/2007,06/16/2016 - More than a year ago,n/a
CONCENTRA URGENT CARE LBN AMERICAN CURRENT CARE PA PC, 15 FREEPORT ROAD SUITE 100 PITTSBURGH PA 15215-2905,412-754-1678,412-784-1722,Urgent Care,1821278755,AMERICAN CURRENT CARE PA PC,CONCENTRA URGENT CARE,ROBERT HASSETT - (SENIOR VP / CHIEF MEDICAL OFFICER),Organization,No,11/08/2007,06/16/2016 - More than a year ago,n/a
"CONCENTRA URGENT CARE LBN AMERICAN CURRENT CARE,P.A.", 117- B LOUIS HENNA BLVD ROUND ROCK TX 78664,512-255-9634,512-225-9645,Urgent Care,1326237900,"AMERICAN CURRENT CARE,P.A.",CONCENTRA URGENT CARE,"ROBERT HASSETT - (EVP, CMO)",Organization,No,10/18/2007,01/28/2016 - About 2 years ago,n/a
"CONCENTRA URGENT CARE LBN AMERICAN CURRENT CARE,P.A.", 1735 SOUTH REDWOOD ROAD SUITE 115 SALT LAKE CITY UT 84104,801-973-4434,801-973-4414,Urgent Care,1639352768,"AMERICAN CURRENT CARE,P.A.",CONCENTRA URGENT CARE,"ROBERT HASSETT - (PRESIDENT, TREASURER)",Organization,No,12/12/2007,06/16/2016 - More than a year ago,n/a
CONCENTRA URGENT CARE - CITY OF DELRAY BEACH ONSITE LBN AMERICAN CURRENT CARE PA, 525 NE 3RD AVE DELRAY BEACH FL 33444-3800,561-243-7612,561-243-7614,Urgent Care,1962748137,AMERICAN CURRENT CARE PA,CONCENTRA URGENT CARE - CITY OF DELRAY BEACH ONSITE,ROBERT HASSETT - (PRESIDENT),Organization,No,12/17/2012,12/14/2015 - About 2 years ago,n/a
CONCENTRA URGENT CARE - SUNSHINE (MIAMI), 907 S AMERICA WAY MIAMI FL 33132-2003,305-372-1930,,"Health Service,Occupational Medicine,Physical Therapy,Urgent Care",1609079375,CONCENTRA URGENT CARE - SUNSHINE (MIAMI),,TOM FOGARTY - (CMO),Organization,Not specified,06/08/2007,07/08/2007 - About 11 years ago,n/a
CONCENTRA WAGNER CLINIC AT VECTREN LBN AMERICAN CURRENT CARE PA, 1 N MAIN ST EVANSVILLE IN 47711-5446,812-491-4180,,Urgent Care,1609113166,AMERICAN CURRENT CARE PA,CONCENTRA WAGNER CLINIC AT VECTREN,WILLIAM FOGARTY - (PRESIDENT),Organization,No,01/03/2013,01/03/2013 - About 5 years ago,n/a
CONCENTRA WEST END, 120 LYTTON AVE SUITE 275 PITTSBURGH PA 15213-1481,412-621-5430,,Urgent Care,1790218147,CONCENTRA WEST END,,ROBERT HASSETT - (DIRECTOR),Organization,No,04/04/2017,04/04/2017 - More than a year ago,n/a
"CONCENTRA WORKSITE OF CALIFORNIA, A MEDICAL CORPORATION", 5080 SPECTRUM DR SUITE 1200W ADDISON TX 75001-4648,972-364-8000,,Urgent Care,1053623355,"CONCENTRA WORKSITE OF CALIFORNIA, A MEDICAL CORPORATION",,"WILLIAM FOGARTY - (EVP, CMO)",Organization,No,07/02/2010,07/02/2010 - About 8 years ago,n/a
"CONCENTRA WORKSITE OF CALIFORNIA, A MEDICAL CORPORATION"," 1011 LOCKHEED WAY BUILDING 601, MZ: 1045 PALMDALE CA 93599-0001",661-572-4017,661-572-4873,Urgent Care,1407167729,"CONCENTRA WORKSITE OF CALIFORNIA, A MEDICAL CORPORATION",,"WILLIAM FOGARTY - (EVP, CMO)",Organization,No,07/01/2010,07/01/2010 - About 8 years ago,n/a
"CONCETRA URGENT CARE LBN AMERICAN CURRENT CARE, P.A.", 4205 FRANKLIN AVENUE WACO TX 76710,254-772-2777,254-772-2770,Urgent Care,1588856140,"AMERICAN CURRENT CARE, P.A.",CONCETRA URGENT CARE,"ROBERT HASSETT - (EVP, CMO)",Organization,No,08/16/2007,01/28/2016 - About 2 years ago,n/a
CONCIERGE MEDHEALTH CLINIC LLC, 6060 26TH ST W BRADENTON FL 34207-4401,941-755-5608,941-755-7097,Urgent Care,1760848758,CONCIERGE MEDHEALTH CLINIC LLC,,TODD GALUSZKA - (OWNER),Organization,No,01/07/2016,01/07/2016 - About 2 years ago,n/a
CONCORDIA STAR MEDICAL LLC, 118 7TH AVE SW SUITE A PUYALLUP WA 98371-6803,253-579-0067,253-579-0068,"Primary Care,Multi-Specialty,Urgent Care",1508134792,CONCORDIA STAR MEDICAL LLC,,LADIE ARANA-DOMONDON - (OWNER - CEO),Organization,No,12/02/2011,05/15/2015 - About 3 years ago,WA License # MD00034362
"CONNECTICUT URGENT CARE CENTERS LBN CONNECTICUT URGENT CARE CENTERS, LLC", 136 BERLIN RD CROMWELL CT 06416-2627,860-378-8585,860-378-8586,"General Practice,Clinic/Center,Emergency Medicine,Internal Medicine,Nurse Practitioner,Physician Assistant,Urgent Care",1295151934,"CONNECTICUT URGENT CARE CENTERS, LLC",CONNECTICUT URGENT CARE CENTERS,LINDA GALLACHER - (ADMINISTRATOR),Organization,No,03/05/2014,05/26/2015 - About 3 years ago,CT License # 0739 CT Medicaid 008056570 CT Other 07D2075714 CLIA CT Other D100187528 MEDICARE GROUP PTAN
CONNER CREEK URGENT CARE PC, 4777 E OUTER DR DETROIT MI 48234-3241,313-369-9100,313-369-5688,Urgent Care,1194161489,CONNER CREEK URGENT CARE PC,,MOHAMMED ARSIWALA - (OWNER MEDICAL DIRECTOR PHYSICIAN),Organization,No,05/14/2013,05/14/2013 - About 5 years ago,n/a
CONNERSVILLE IMMEDIATE CARE LBN FAYETTE MEMORIAL HOSPITAL ASSOC INC, 3542 N WESTERN AVE CONNERSVILLE IN 47331,765-825-5323,765-827-8687,Urgent Care,1225098825,FAYETTE MEMORIAL HOSPITAL ASSOC INC,CONNERSVILLE IMMEDIATE CARE,MARILYN THOMPSON - (CONTROLLER),Organization,Not specified,03/27/2006,04/20/2008 - About 10 years ago,Other =========016 TRICARE IN Other =========025 BLUE CROSS IN Other =========016 TRICARE
"CONNETICUT URGENT CARE PROVIDER NETWORK, LLC", 7332 E BUTHERUS DR HANGAR ONE SCOTTSDALE AZ 85260-2426,813-777-6453,,Urgent Care,1336407741,"CONNETICUT URGENT CARE PROVIDER NETWORK, LLC",,LOU HORWITZ - (EXECUTIVE DIRECTOR),Organization,No,04/24/2012,04/24/2012 - About 6 years ago,CT License # 4557291
CONROE DOCTORS URGENT CARE LLC, 9320 HIGHWAY 242 CONROE TX 77385,404-936-1224,,Urgent Care,1710493655,CONROE DOCTORS URGENT CARE LLC,,SANTOSH REDDY - (OWNER),Organization,No,12/14/2017,12/14/2017 - About 4 months ago,n/a
"CONSEJO DE SALUD DE PR, INC", 1034 AVE HOSTOS PONCE PR 00716-1115,787-843-9393,787-284-4228,Urgent Care,1336592195,"CONSEJO DE SALUD DE PR, INC",,ALLAN CINTRON - (DIRECTOR EJECUTIVO),Organization,No,07/18/2016,07/18/2016 - More than a year ago,PR License # 14
CONTINUUM HEALTH CARE, 11661 COLLEGE BLVD OVERLAND PARK KS 66210-4107,913-432-8400,913-432-8402,Urgent Care,1619377496,CONTINUUM HEALTH CARE,,MICHELLE BENKHADRA - (OFFICE MANAGER),Organization,No,08/28/2014,08/28/2014 - About 4 years ago,KS License # 04-29215 KS Other N920000 MEDICARE
CONVENIENCE CARE LBN LRGHEALTHCARE, 80 HIGHLAND ST LACONIA NH 03246-3235,603-524-3211,,Urgent Care,1841548054,LRGHEALTHCARE,CONVENIENCE CARE,"HENRY LIPMAN - (SR VICE PRESIDENT, FINANCIAL STRATE)",Organization,Yes,08/17/2012,08/17/2012 - About 6 years ago,n/a
"CONVENIENCE CLINICS OF AMERICA, INC", 2107 PIKE ST STE 5 PARKERSBURG WV 26101-6973,304-424-4150,304-424-4151,Urgent Care,1235316027,"CONVENIENCE CLINICS OF AMERICA, INC",,GREGORY KRAUSE - (PRESIDENT),Organization,No,01/24/2008,06/03/2008 - About 10 years ago,WV License # WV20217
CONVENIENT CARE AFTER HOURS CLINIC LBN MED SERVICE WALK-IN CLINIC P C, 34336 HARPER AVE CILNTON TOWNSHIP MI 48035-3704,586-791-9173,586-791-9373,Urgent Care,1023241866,MED SERVICE WALK-IN CLINIC P C,CONVENIENT CARE AFTER HOURS CLINIC,JAMES ASKINS - (OWNER/MEDICAL DIRECTOR),Organization,No,08/27/2009,01/21/2016 - About 2 years ago,MI License # JA029205 MI Other 0E01410 BLUE CARE NETWORK
CONVENIENT CARE LLC, 207 31ST AVE SE MOULTRIE GA 31768-6703,229-890-6054,229-891-4087,Urgent Care,1366734683,CONVENIENT CARE LLC,,GREGORY YARBROUGH - (OWNER),Organization,No,05/04/2011,08/05/2011 - About 7 years ago,n/a
"CONVENIENT CARE, LLC", 6785 BUSINESS PKWY ELKRIDGE MD 21075-6353,703-533-5534,,Urgent Care,1912182825,"CONVENIENT CARE, LLC",,JERRY HUNTER - (MEDICAL DIRECTOR),Organization,No,01/09/2008,01/09/2008 - About 10 years ago,n/a
CONVENIENT CARE NP LBN COMMUNITY HOSPITAL OF ANACONDA, 401 W PENNSYLVANIA ST ANACONDA MT 59711-1931,406-563-8500,,Urgent Care,1194823013,COMMUNITY HOSPITAL OF ANACONDA,CONVENIENT CARE NP,LAURA AUSTIN - (CFO),Organization,No,09/21/2006,11/21/2014 - About 3 years ago,n/a
"CONVENIENT CARE, P.C.", 727 N CUSTER AVE GRAND ISLAND NE 68803-4311,308-389-3278,,Urgent Care,1831275635,"CONVENIENT CARE, P.C.",,DAVID COLAN - (MEDICAL DIRECTOR),Organization,Not specified,10/27/2006,07/08/2007 - About 11 years ago,n/a
CONVENIENT URGENT CARE LLC, 4414 NORTH FWY SUITE 800 HOUSTON TX 77022-3654,713-691-3300,713-691-3302,Urgent Care,1184053225,CONVENIENT URGENT CARE LLC,,AIJAZ SYED - (PARTNER/OFFICE MANAGER),Organization,No,11/08/2013,11/08/2013 - About 4 years ago,n/a
CONVENIENT URGENT CARE LLC, 411 W PARKER RD HOUSTON TX 77091-3202,713-691-3300,713-691-3302,"Family Medicine,Urgent Care",1407294275,CONVENIENT URGENT CARE LLC,,SYED MUJEEB - (MANAGER),Organization,No,06/13/2013,07/09/2015 - About 3 years ago,TX License # M9517 TX Other 0032YV BCBSTX
CONVENIENTMD LLC, 8 LOUDON ROAD CONCORD NH 03301,603-226-9000,603-226-2268,Urgent Care,1023455672,CONVENIENTMD LLC,,GARETH DICKENS - (PRESIDENT),Organization,No,05/22/2013,02/05/2014 - About 4 years ago,n/a
CONVENIENTMD LLC, 191 MARGINAL WAY PORTLAND ME 04101-2438,207-517-3838,,Urgent Care,1073038618,CONVENIENTMD LLC,,GARETH DICKENS - (CO-CEO),Organization,No,08/04/2017,08/04/2017 - About 8 months ago,n/a
CONVENIENTMD LLC, 351 WINCHESTER ST KEENE NH 03431-3930,603-352-3406,,Urgent Care,1457721177,CONVENIENTMD LLC,,GARETH DICKENS - (CO-CEO),Organization,No,10/07/2015,10/07/2015 - About 3 years ago,n/a
CONVENIENTMD LLC, 14 WEBB PL DOVER NH 03820-2403,603-742-7900,,Urgent Care,1497150585,CONVENIENTMD LLC,,GARETH DICKENS - (CEO),Organization,No,10/31/2014,02/02/2015 - About 3 years ago,n/a
CONVENIENTMD LLC, 125 INDIAN ROCK RD WINDHAM NH 03087-2008,603-890-6330,,Urgent Care,1528330180,CONVENIENTMD LLC,,GARETH DICKENS - (PRESIDENT),Organization,No,01/29/2012,06/09/2017 - About 10 months ago,n/a
CONVENIENTMD LLC, 1 PORTSMOUTH AVE STRATHAM NH 03885-2585,603-319-4490,,Urgent Care,1528473899,CONVENIENTMD LLC,,GARETH DICKENS - (PRESIDENT),Organization,No,06/25/2014,06/25/2014 - About 4 years ago,n/a
CONVENIENTMD LLC, 3 NASHUA RD BEDFORD NH 03110,603-472-6700,,Urgent Care,1629477021,CONVENIENTMD LLC,,GARETH DICKENS - (CO-CEO),Organization,No,08/21/2014,08/21/2014 - About 4 years ago,n/a
CONVENIENTMD LLC, 950 MAIN ST WESTBROOK ME 04092,207-517-3800,,Urgent Care,1710402359,CONVENIENTMD LLC,,GARETH DICKENS - (CO-CEO),Organization,No,08/04/2017,08/04/2017 - About 8 months ago,n/a
CONVENIENTMD LLC, 599 LAFAYETTE RD PORTSMOUTH NH 03801-5409,603-942-7900,603-630-1009,Urgent Care,1841648649,CONVENIENTMD LLC,,GARETH DICKENS - (CO-CEO),Organization,No,06/02/2016,06/02/2016 - More than a year ago,n/a
CONVENIENTMD LLC, 565 AMHERST ST NASHUA NH 03065-1048,603-578-3347,,Urgent Care,1972974756,CONVENIENTMD LLC,,GARETH DICKENS - (CO-CEO),Organization,No,10/19/2015,10/19/2015 - About 2 years ago,n/a
CONVENIENTMD LLC, 2 DOBSON WAY MERRIMACK NH 03054,603-471-6069,,Urgent Care,1992102909,CONVENIENTMD LLC,,GARETH DICKENS - (CEO),Organization,No,11/20/2014,11/20/2014 - About 3 years ago,n/a
"CONWAY OCCUMED LBN A. SHARON MEADOR, M.D.P.A.", 505 E DAVE WARD DR STE 3 CONWAY AR 72032-7834,501-327-4709,501-336-8774,Urgent Care,1649485780,"A. SHARON MEADOR, M.D.P.A.",CONWAY OCCUMED,A. MEADOR - (PRESIDENT),Organization,No,05/11/2007,10/23/2014 - About 3 years ago,AR License # C5661 AR Medicaid 16028451
CONYERS WALKI IN CLINIC, 1810 HIGHWAY 20 SE SUITE172 CONYERS GA 30013-2001,770-679-9935,770-679-9938,"Urgent Care,Family",1326480666,CONYERS WALKI IN CLINIC,,DANIELLE WATERS - (FAMILY NURSE PRACTITIONER),Organization,No,07/29/2013,08/26/2013 - About 5 years ago,GA License # 206177 GA License # RN206177 GA Medicaid 1306986427
COOK CHILDREN'S URGENT CARE - ALLIANCE LBN COOK CHILDREN'S MEDICAL CENTER, 10601 N RIVERSIDE DR FORT WORTH TX 76244-2118,817-347-2600,817-347-2670,Urgent Care,1255799334,COOK CHILDREN'S MEDICAL CENTER,COOK CHILDREN'S URGENT CARE - ALLIANCE,STEPHEN KIMMEL - (CHIEF FINANCIAL OFFICER),Organization,Yes,02/04/2016,02/22/2018 - About 2 months ago,TX License # 000332
COOK CHILDREN'S URGENT CARE CENTER LBN COOK CHILDREN'S MEDICAL CENTER, 1401 W PULASKI ST FORT WORTH TX 76104-2717,682-885-8012,682-885-8014,Urgent Care,1093215477,COOK CHILDREN'S MEDICAL CENTER,COOK CHILDREN'S URGENT CARE CENTER,STEPHEN KIMMEL - (CFO),Organization,Yes,02/13/2018,03/17/2018 - About a month ago,TX License # 000332
COOK CHILDREN'S URGENT CARE CENTER LBN COOK CHILDREN'S PHYSICIAN NETWORK, 801 7TH AVE FORT WORTH TX 76104-2733,682-885-6800,682-885-1903,Urgent Care,1255882411,COOK CHILDREN'S PHYSICIAN NETWORK,COOK CHILDREN'S URGENT CARE CENTER,WILLIAM NELSON - (PRESIDENT),Organization,Yes,10/21/2016,10/21/2016 - More than a year ago,Other 1467903088 NPI PHYSICIAN GROUP
COOK CHILDREN'S URGENT CARE - FORT WORTH LBN COOK CHILDREN'S MEDICAL CENTER, 1401 W PULASKI ST FORT WORTH TX 76104-2717,682-885-8012,682-885-8014,Urgent Care,1952642787,COOK CHILDREN'S MEDICAL CENTER,COOK CHILDREN'S URGENT CARE - FORT WORTH,STEPHEN KIMMEL - (CHIEF FINANCIAL OFFICER),Organization,Yes,03/04/2013,02/22/2018 - About 2 months ago,TX License # 000332
COOK CHILDREN'S URGENT CARE HURST LBN COOK CHILDREN'S MEDICAL CENTER, 6316 PRECINCT LINE RD STE A HURST TX 76054-2766,817-605-2500,817-605-2983,Urgent Care,1114427911,COOK CHILDREN'S MEDICAL CENTER,COOK CHILDREN'S URGENT CARE HURST,STEPHEN KIMMEL - (CFO),Organization,Yes,02/19/2018,02/19/2018 - About 2 months ago,TX License # 000332
COOK CHILDREN'S URGENT CARE - MANSFIELD LBN COOK CHILDREN'S MEDICAL CENTER, 801 MATLOCK RD MANSFIELD TX 76063-9174,817-347-8400,817-341-8410,Urgent Care,1326479684,COOK CHILDREN'S MEDICAL CENTER,COOK CHILDREN'S URGENT CARE - MANSFIELD,STEPHEN KIMMEL - (CHIEF FINANCIAL OFFICER),Organization,Yes,12/11/2013,02/22/2018 - About 2 months ago,TX License # 000332 TX Other 1962833228 PHYSICIAN GROUP NPI
COOK CHILDREN'S URGENT CARE - SOUTHLAKE LBN COOK CHILDREN'S MEDICAL CENTER, 2727 E SOUTHLAKE BLVD SOUTHLAKE TX 76092-6613,682-885-6000,682-885-6050,Urgent Care,1134422884,COOK CHILDREN'S MEDICAL CENTER,COOK CHILDREN'S URGENT CARE - SOUTHLAKE,STEPHEN KIMMEL - (CHIEF FINANCIAL OFFICER),Organization,Yes,12/17/2010,02/22/2018 - About 2 months ago,TX License # 000332 TX Other 1114222312 SLUCC PHY GRP NUMBER
COOKEVILLE URGENT CARE, 106 N WALNUT AVE COOKEVILLE TN 38501-2554,931-520-0148,,Urgent Care,1588769731,COOKEVILLE URGENT CARE,,DAWN VIVIAN - (OFFICE MANAGER),Organization,Not specified,09/13/2006,04/20/2008 - About 10 years ago,TN License # =========
COOPER GREEN MERCY HEALTH SERVICES LBN JEFFERSON COUNTY COMMISSION, 1515 6TH AVE S BIRMINGHAM AL 35233-1601,205-930-3200,,Urgent Care,1063857209,JEFFERSON COUNTY COMMISSION,COOPER GREEN MERCY HEALTH SERVICES,WILLIAM SMITH - (PRINCIPAL ACCOUNTANT),Organization,No,05/01/2013,05/01/2013 - About 5 years ago,n/a
COOPER GREEN MERCY HEALTH SERVICES LBN JEFFERSON COUNTY COMMISSION, 1515 6TH AVE S BIRMINGHAM AL 35233-1601,205-930-3600,205-930-3546,"Health Service,Primary Care,Urgent Care",1568806453,JEFFERSON COUNTY COMMISSION,COOPER GREEN MERCY HEALTH SERVICES,WILLIAM SMITH - (PRINCIPAL ACCOUNTANT),Organization,No,04/22/2013,04/22/2013 - About 5 years ago,n/a
COOPER MD LBN APPLE URGENT CARE PLLC, 102 MAIN STREET PORT JEFFERSON NY 11776,631-509-5544,,Urgent Care,1265964738,APPLE URGENT CARE PLLC,COOPER MD,MICHAEL HOLLANDER - (ADMINISTRATOR),Organization,No,04/03/2017,10/31/2017 - About 5 months ago,n/a
